participant,trial,cashIn,pop,totalTokens,pressCount,tokensGained,duration,reactionTime
2,1,0,0,NA,1,1,0.16703104980000028,0.8796069622000005
2,1,0,0,NA,2,1,0.08341717719999941,0.2337989806999996
2,1,0,0,NA,3,1,0.10025095939999851,0.13359785080000108
2,1,0,0,NA,4,1,0.0667459964999999,0.15033507340000085
2,1,0,0,NA,5,1,0.10017704959999918,0.11695003510000035
2,1,0,0,NA,6,1,0.06675291059999999,0.11687397960000112
2,1,0,0,NA,7,1,0.10014820099999966,0.13360095029999997
2,1,0,0,NA,8,1,0.08341312409999979,0.11697888369999987
2,1,0,0,NA,9,1,0.10013508790000003,0.11698579789999997
2,1,0,0,NA,10,1,0.10022306439999973,0.1169199943999999
2,1,0,0,NA,11,1,0.08345484730000052,0.1502850056000007
2,1,0,0,NA,12,1,0.10019493110000077,0.21715116499999887
2,1,0,0,NA,13,1,0.06686210629999856,0.16689491270000012
2,1,0,0,NA,14,1,0.10025095940000028,0.1502330303000008
2,1,0,0,NA,15,1,0.0834600924999993,0.13358092310000025
2,1,0,0,NA,16,1,0.08343505859999922,0.15036892890000075
2,1,0,0,NA,17,1,0.10014486310000059,0.15034604080000058
2,1,0,0,NA,18,1,0.10027003289999925,0.11687207219999962
2,1,0,0,NA,19,1,0.08344793319999866,0.16697096820000112
2,1,0,0,NA,20,1,0.10018205640000133,0.1335821151999994
2,1,0,0,NA,21,1,0.10005497939999941,0.16712689399999903
2,1,0,0,NA,22,1,0.10014104840000115,0.13366198539999985
2,1,0,0,NA,23,1,0.10023903849999982,0.16703200339999924
2,1,0,0,NA,24,1,0.06683993339999716,0.1836650371000026
2,1,0,0,NA,25,1,0.06674504280000093,0.21704888350000218
2,1,0,0,NA,26,1,0.050004005399998164,0.46764707559999863
2,1,0,1,27,26,1,0.0501241684,NA
2,2,0,0,NA,1,1,0.0333352089000023,0.08611488349999874
2,2,0,0,NA,2,1,0.10012292869999939,0.21714186659999868
2,2,0,0,NA,3,1,0.13366699219999845,0.16298604010000162
2,2,0,0,NA,4,18,2.6051177979,0.11691117280000185
2,2,0,0,NA,5,1,0.10019707680000067,0.21703505509999843
2,2,0,0,NA,6,1,0.0332629680000025,0.15038204199999683
2,2,1,0,23,6,1,1.152138948400001,1.1188759803999986
2,3,0,0,NA,1,1,0.06672883030000065,0.2090210914999986
2,3,0,0,NA,2,7,1.1857130527000024,0.27993106849999805
2,3,0,0,NA,3,2,0.4666860103000019,0.051012039199996195
2,3,0,0,NA,4,10,1.6030688286000014,0.1836709976999984
2,3,0,0,NA,5,1,0.1335809229999967,0.1836540699000011
2,3,0,0,NA,6,1,0.11686205859999887,0.13367009170000443
2,3,0,0,NA,7,1,0.13354802140000288,0.11688899989999868
2,3,0,0,NA,8,1,0.3673620224000018,0.13362002369999715
2,3,0,0,NA,9,1,0.11697483060000025,0.20042395589999984
2,3,0,0,NA,10,1,0.16705012319999923,0.233669042599999
2,3,0,0,NA,11,1,0.10018301010000386,0.28384685519999664
2,3,1,0,27,11,1,1.0688090324000044,0.9686260223000005
2,4,0,1,8,0,8,1.2485220431999977,NA
2,5,0,1,9,0,9,1.3654129505000014,NA
2,6,0,0,NA,1,1,0.2170679568999958,1.4359710215999968
2,6,0,0,NA,2,1,0.23363518719999377,0.3675220013000029
2,6,0,0,NA,3,6,1.0353779792000068,0.5844619273999996
2,6,0,0,NA,4,4,0.8016228676000026,0.3339750766999998
2,6,0,0,NA,5,5,0.9184129238000054,0.2671680450999929
2,6,0,0,NA,6,4,0.7848320006999927,0.2337961197000027
2,6,0,0,NA,7,1,0.13353705410000316,0.2505409717000049
2,6,0,0,NA,8,1,0.11680698400000722,0.18380188939998732
2,6,0,0,NA,9,1,0.10034108160000699,0.1669449805999932
2,6,0,0,NA,10,1,0.13360905650000632,0.4173810481999993
2,6,0,0,NA,11,1,0.1335098739999978,0.2505149840999934
2,6,0,0,NA,12,1,0.06675100299999315,0.2672479160000023
2,6,0,0,NA,13,1,0.1000778670000102,0.23387718200000052
2,6,0,0,NA,14,1,0.06679296500000476,0.23379802699999175
2,6,0,0,NA,15,1,0.10027289399999972,0.3006100660000044
2,6,0,0,NA,16,1,0.1000578409999946,0.36742019599999765
2,6,0,0,NA,17,1,0.13352799400000492,0.2673020360000038
2,6,1,0,32,17,1,1.1188039780000025,0.9852759839999976
2,7,0,0,NA,1,1,0.1630580430000066,0.3058459759999863
2,7,0,0,NA,2,10,1.5698170659999988,0.3506689069999993
2,7,0,0,NA,3,1,0.1168360710000087,1.0353319649999975
2,7,0,0,NA,4,5,0.9684791560000008,0.25052785900000174
2,7,0,0,NA,5,1,0.13359284399999183,0.2505660059999997
2,7,0,0,NA,6,1,0.10026884100000188,0.1001090999999974
2,7,0,0,NA,7,1,0.1336770059999992,0.10012507400000459
2,7,0,1,21,7,1,0.05005192800000202,NA
2,8,0,0,NA,1,1,0.25056600599998546,0.788921117000001
2,8,0,0,NA,2,5,0.8849859240000058,0.2838070390000098
2,8,0,0,NA,3,5,0.8350100520000012,0.3006560799999818
2,8,0,0,NA,4,1,0.13368082100001288,0.5843529699999976
2,8,0,0,NA,5,1,0.16700911600000268,0.21699499999999716
2,8,0,0,NA,6,1,0.1672210689999929,0.18372487999999976
2,8,0,0,NA,7,1,0.10026598000001741,0.13334798799999703
2,8,0,0,NA,8,1,0.15029597200000921,0.25041604099999404
2,8,0,0,NA,9,1,0.13354015299998423,0.20041799599999877
2,8,0,0,NA,10,1,0.1169350149999957,0.6178448200000162
2,8,0,0,NA,11,1,0.13367605199999844,0.2671461109999882
2,8,0,0,NA,12,1,0.13350391400001627,0.2672109599999999
2,8,0,0,NA,13,1,0.1502549649999878,0.25061011299999336
2,8,0,0,NA,14,1,0.15023493799998278,0.2505030630000249
2,8,0,0,NA,15,1,0.13349986000000058,0.18370699900000886
2,8,0,0,NA,16,1,0.10029506600000104,0.21710801199998286
2,8,0,0,NA,17,1,0.11687707900000532,0.2003469470000141
2,8,0,0,NA,18,1,0.10013890300001549,0.26720404599998915
2,8,0,0,NA,19,1,0.13355016700000988,0.2171609399999852
2,8,1,0,27,19,1,1.1021311290000142,0.9685809620000043
2,9,0,0,NA,1,1,0.16699790900000266,1.3344781399999874
2,9,0,0,NA,2,1,0.23374390600000083,0.3005890849999844
2,9,0,0,NA,3,8,1.2357621189999861,0.28384590200002435
2,9,0,0,NA,4,1,0.16695809399999462,0.26720190000000343
2,9,0,0,NA,5,1,0.11684584700000755,0.20042204800000718
2,9,0,0,NA,6,1,0.11689495999999622,0.13366818399998692
2,9,0,0,NA,7,1,0.26719403300000977,0.083468914000008
2,9,0,0,NA,8,1,0.1337008480000179,0.18361306199997784
2,9,0,0,NA,9,1,0.08351993499999821,0.16687917699999844
2,9,0,0,NA,10,1,0.10017299699998716,0.10019898400000216
2,9,0,0,NA,11,1,0.133578061999998,0.1336719990000006
2,9,0,0,NA,12,1,0.10028481499998065,0.11680603000002066
2,9,0,0,NA,13,1,0.10017395000002693,0.15030407899999432
2,9,0,0,NA,14,1,0.13369202600000563,0.18368601799997464
2,9,0,0,NA,15,1,0.11691713300001538,0.1502089509999962
2,9,0,0,NA,16,1,0.10025000600001022,0.15022683099999767
2,9,0,0,NA,17,1,0.10028314600000954,0.18362903599998504
2,9,0,0,NA,18,1,0.10013103500000398,0.20033192599998983
2,9,0,0,NA,19,1,0.10015010800000823,0.2004559039999947
2,9,0,0,NA,20,1,0.10014891700001272,0.16707897199998456
2,9,0,0,NA,21,1,0.1335940360000052,0.2337861059999966
2,9,0,0,NA,22,1,0.10018801699999358,0.20035982100000638
2,9,0,0,NA,23,1,0.13356590300000448,0.16705918299999212
2,9,0,0,NA,24,1,0.13361501600002157,0.15027999899999145
2,9,0,0,NA,25,1,0.11688494699998841,0.16697692899998628
2,9,0,0,NA,26,1,0.10028600699999402,0.18364000300002203
2,9,0,0,NA,27,1,0.13355898800000432,0.21710300499998425
2,9,0,0,NA,28,1,0.10029101400002105,0.2838101389999963
2,9,1,0,35,28,1,0.9018690580000168,0.8015780439999958
2,10,0,1,4,0,4,0.747572899000005,NA
2,11,0,0,NA,1,12,1.8329339029999971,0.3063352099999861
2,11,0,0,NA,2,1,0.13349700000000553,0.3006639479999933
